,name,protein,unit protein,carb,unit carb,lipid,unit lip,searched
425,granola cereal,9.09,G,65.4,G,20.0,G,1
426,walnut half,3.13,G,4.3,G,11.5,G,1
427,chili con carne,6.78,G,7.2,G,6.78,G,1
428,jell-o instant pistachio pudding mix,0.0,G,92.7,G,0.6,G,1
429,frozen mixed vegetable,3.33,G,13.5,G,0.52,G,1
430,zucchini,1.05,G,4.21,G,0.0,G,1
431,frozen non-dairy topping,0.79,G,18.8,G,8.94,G,1
432,fudge brownie mix,3.33,G,86.7,G,1.67,G,1
433,double chocolate brownie mix,3.33,G,83.3,G,6.67,G,1
434,condensed chicken,2.37,G,5.97,G,1.53,G,1
435,french onion soup mix,17.2,G,37.9,G,0.0,G,1
436,graham cracker crust,4.76,G,57.1,G,28.6,G,1
437,cream of shrimp soup,2.78,G,5.64,G,3.23,G,1
438,sliced almond,20.0,G,20.0,G,50.0,G,1
439,diced tomatoes in tomato puree,0.82,G,6.56,G,0.0,G,1
440,garlic and herb sauce mix,1.4,G,3.36,G,73.0,G,1
441,"lemon, juice and zest of",0.35,G,6.9,G,0.24,G,1
442,small whole wheat pasta shell,5.82,G,31.5,G,1.5,G,1
443,onion roasted garlic soup mix,7.48,G,65.1,G,0.34,G,1
444,frozen corn in butter sauce,2.48,G,18.7,G,2.82,G,1
445,chicken stock powder,2.52,G,3.53,G,1.2,G,1
446,vanilla yogurt,3.0,G,21.6,G,3.6,G,1
447,swiss miss diet cocoa mix,12.5,G,68.8,G,6.25,G,1
448,powdered cocoa mix,6.67,G,83.7,G,4.0,G,1
449,baking cocoa,25.0,G,50.0,G,12.5,G,1
450,frozen ature phyllo tart shell,7.1,G,52.6,G,6.0,G,1
451,creme-filled chocolate sandwich cookies,2.94,G,63.5,G,17.6,G,1
452,mashed potato,2.14,G,15.0,G,10.7,G,1
453,flake sweetened coconut,3.35,G,40.9,G,31.7,G,1
454,all purpose flmy,10.9,G,77.3,G,1.48,G,1
455,mint chocolate chip ice cream,4.69,G,28.4,G,7.09,G,1
456,campbell pepper jack soup,1.46,G,15.2,G,0.44,G,1
457,black and red pepper blend,10.4,G,64.0,G,3.26,G,1
458,chicken stove top stuffing mix,12.6,G,73.1,G,4.1,G,1
459,hot cocoa mix,12.5,G,62.5,G,6.25,G,1
460,ding dong chocolate snack cake,2.08,G,58.3,G,20.8,G,1
461,light chunk tuna in water,21.2,G,0.0,G,0.59,G,1
462,lean leg of lamb,18.6,G,0.13,G,14.5,G,1
463,cream of spinach soup mix,2.92,G,2.88,G,0.98,G,1
464,frozen raspberries in light syrup,1.2,G,11.9,G,0.65,G,1
465,smoked chicken breast,21.4,G,5.36,G,1.79,G,1
466,jello instant vanilla pudding mix,0.0,G,92.9,G,0.6,G,1
467,"lemons, juice and zest of",0.35,G,6.9,G,0.24,G,1
468,"limes, juice and zest of",0.42,G,8.42,G,0.07,G,1
469,strawberry ice cream,3.49,G,24.4,G,9.3,G,1
470,jif crunchy peanut butter,19.4,G,41.7,G,33.3,G,1
471,garlic and herb goat cheese,21.6,G,0.12,G,29.8,G,1
472,refrigerated crusty french loaf,8.59,G,46.4,G,2.88,G,1
473,chili,5.51,G,6.78,G,10.2,G,1
474,onion and mushroom soup mix,7.48,G,65.1,G,0.34,G,1
475,tony chachere's cajun spice,6.67,G,76.7,G,0.0,G,1
476,light sour cream,3.33,G,6.67,G,10.0,G,1
477,cream of chicken soup mix,2.17,G,60.9,G,21.7,G,1
478,lemon cream-filled vanilla sandwich cookies,4.33,G,68.2,G,24.5,G,1
479,yogurt,2.94,G,15.9,G,2.94,G,1
480,unsweetened powdered drink mix,5.1,G,86.9,G,4.76,G,1
481,vanilla instant breakfast drink mix,5.52,G,13.0,G,1.92,G,1
482,frozen potato and onion pierogy,0.79,G,6.82,G,0.1,G,1
483,pork loin chop,20.7,G,0.0,G,9.03,G,1
484,beefy onion soup mix,12.5,G,50.0,G,0.0,G,1
485,instant apple cider drink mix,0.1,G,11.3,G,0.13,G,1
486,country bob all purpose sauce,10.9,G,77.3,G,1.48,G,1
487,'s spicy seasoning,3.92,G,83.6,G,7.63,G,1
488,alpine lace swiss cheese,27.0,G,1.44,G,31.0,G,1
489,unbaked pastry shell,2.97,G,51.1,G,25.5,G,1
490,cooked lean ground beef,25.5,G,0.0,G,16.8,G,1
491,garlic and cheese crouton,10.8,G,63.5,G,18.3,G,1
492,vanilla pudding mix,0.0,G,92.9,G,0.6,G,1
493,strawberry banana gelatin,0.71,G,25.8,G,0.37,G,1
494,greek seasoning,8.9,G,22.4,G,4.29,G,1
495,"orange, juice and zest of",0.6,G,10.2,G,0.3,G,1
496,condensed cream of potato soup,1.51,G,12.8,G,1.88,G,1
497,refrigerated buttermilk flaky biscuit,6.16,G,42.4,G,11.3,G,1
498,chocolate chip cookie dough,3.85,G,78.2,G,6.41,G,1
499,garlic & herb cheese,0.0,G,33.3,G,0.0,G,1
500,red potato wedge,2.56,G,22.2,G,7.47,G,1
501,caramel filled s chocolate kiss,4.85,G,22.8,G,6.37,G,1
502,apple pie filling,0.1,G,26.1,G,0.1,G,1
503,rack of baby-back pork rib,13.6,G,16.4,G,9.29,G,1
504,frozen sliced strawberries in syrup,0.53,G,25.9,G,0.13,G,1
505,garlic mashed potato,2.15,G,17.6,G,4.06,G,1
506,pina colada nonalcoholic drink mix,0.47,G,25.6,G,2.79,G,1
507,teddy grahams chocolate graham snack,6.69,G,77.7,G,10.6,G,1
508,peanut butter captain crunch cereal,7.1,G,78.6,G,9.23,G,1
509,bulls eye bold barbecue sauce,0.91,G,40.0,G,0.67,G,1
510,grands refrigerated buttermilk biscuit,6.16,G,42.4,G,11.3,G,1
511,fresh coarse ground black pepper,0.0,G,0.0,G,0.0,G,1
512,powdered orange breakfast drink mix,0.0,G,98.9,G,0.0,G,1
513,"lemon, juice and rind of",10.6,G,59.7,G,9.1,G,1
514,split pea and ham soup,4.62,G,11.2,G,1.66,G,1
515,chocolate candy,8.82,G,58.8,G,26.5,G,1
516,morton nature seasons seasoning blend,10.8,G,63.5,G,18.3,G,1
517,french vanilla yogurt,0.0,G,20.0,G,6.67,G,1
518,taco sauce,1.16,G,0.72,G,0.68,G,1
519,pear halves in natural juice,0.0,G,11.9,G,0.0,G,1
520,apple fruit filling and topping,0.2,G,66.3,G,0.1,G,1
521,fritos chili cheese corn chip,6.17,G,57.3,G,33.4,G,1
522,whole berry cranberry sauce,0.0,G,35.7,G,0.0,G,1
523,red beans and rice mix,15.2,G,69.7,G,3.79,G,1
524,sun-dried tomato packed in oil,5.06,G,23.3,G,14.1,G,1
525,pistachio pudding mix,2.7,G,91.2,G,0.1,G,1
526,lean pork shoulder,23.1,G,0.0,G,21.2,G,1
527,unbaked pie shell,2.97,G,51.1,G,25.5,G,1
528,cottage cheese,9.32,G,5.08,G,4.24,G,1
529,canned whole cranberry sauce,0.75,G,40.4,G,0.05,G,1
530,dried baby lima bean,7.25,G,19.4,G,6.86,G,1
531,cracklin' oat bran cereal,9.2,G,70.3,G,14.1,G,1
532,chocolate-covered graham cracker cookies,4.0,G,66.8,G,25.8,G,1
533,frozen concentrated orange juice,2.4,G,35.2,G,0.25,G,1
534,country time lemonade mix,0.0,G,90.0,G,0.0,G,1
535,beef gravy,1.67,G,5.0,G,1.67,G,1
536,rotel chili fixins tomato,0.8,G,6.4,G,0.0,G,1
537,jell-o chocolate instant pudding,2.3,G,87.9,G,1.9,G,1
538,sour cream,3.33,G,3.33,G,20.0,G,1
539,chocolate nesquik powder,3.39,G,13.5,G,0.0,G,1
540,red skin white potato,2.3,G,19.6,G,0.15,G,1
541,fruit cocktail in juice,0.43,G,12.4,G,0.09,G,1
542,brown gravy mix,16.7,G,50.0,G,8.33,G,1
543,soft silken tofu,4.8,G,2.9,G,2.7,G,1
544,beef round tip steak,20.7,G,0.0,G,6.85,G,1
545,frozen cut green bean,1.44,G,6.24,G,3.07,G,1
546,frozen grape juice concentrate,0.05,G,51.4,G,0.0,G,1
547,hot pepper sesame oil,0.0,G,0.0,G,100,G,1
548,unsweetened frozen peach slice,0.63,G,24.0,G,0.13,G,1
549,frank's red hot sauce,0.9,G,3.9,G,0.6,G,1
550,chocolate pudding,0.0,G,89.4,G,2.13,G,1
551,frozen battered fish fillet,13.8,G,17.4,G,12.2,G,1
552,whole wheat pita,16.7,G,52.1,G,0.0,G,1
553,fresh fish fillet,18.1,G,8.18,G,10.0,G,1
554,turkey breast,28.1,G,0.0,G,0.88,G,1
555,white baking chocolate,5.87,G,59.2,G,32.1,G,1
556,sirloin pork chop,20.5,G,0.0,G,8.96,G,1
557,new england clam chowder,7.49,G,7.93,G,11.0,G,1
558,danish dessert mix,7.8,G,90.5,G,0.0,G,1
559,fine chocolate wafer crumb,6.6,G,72.7,G,14.2,G,1
560,frozen yogurt,3.12,G,21.9,G,8.33,G,1
561,dried red chili pepper,17.9,G,68.7,G,3.0,G,1
562,unsweetened orange drink mix,0.68,G,11.0,G,0.15,G,1
563,fresh meyer lemon juice,0.35,G,6.9,G,0.24,G,1
564,frozen whole kernel corn,3.62,G,25.9,G,1.42,G,1
565,sardines in tomato sauce,17.9,G,1.79,G,7.14,G,1
566,baked bean,4.52,G,21.6,G,0.89,G,1
567,chocolate crumb pie shell,6.08,G,64.5,G,22.4,G,1
568,dark chocolate brownie mix,3.45,G,82.8,G,8.62,G,1
569,jim beam bourbon whiskey,20.4,G,1.77,G,2.21,G,1
570,large curd cottage cheese,10.6,G,4.42,G,4.42,G,1
571,raw red bell pepper,0.99,G,6.03,G,0.3,G,1
572,skor english toffee bit,3.13,G,63.7,G,30.4,G,1
573,hot red chili pepper,1.87,G,8.81,G,0.44,G,1
574,sweet tea vodka,0.0,G,0.0,G,0.0,G,1
575,frozen small whole onion,0.89,G,8.45,G,0.06,G,1
576,land o' lakes butter,10.6,G,4.42,G,2.21,G,1
577,beef rib roast,27.2,G,0.09,G,9.74,G,1
578,caramel ice cream topping,2.97,G,30.6,G,9.19,G,1
579,french vanilla ice cream,3.49,G,25.6,G,10.5,G,1
580,beef chuck roast,21.2,G,0.0,G,5.31,G,1
581,peanut butter sandwich cookies,7.55,G,67.9,G,20.8,G,1
582,lemon yogurt,8.62,G,10.7,G,0.15,G,1
583,peanut butter,22.5,G,22.3,G,51.1,G,1
584,instant devil's food pudding,0.0,G,89.3,G,0.0,G,1
585,vegetable bouillon granule,0.24,G,0.93,G,0.07,G,1
586,dried italian herb seasoning,3.61,G,61.3,G,0.76,G,1
587,italian tomato,9.49,G,48.1,G,2.73,G,1
588,frozen white bread dough,6.0,G,48.0,G,3.0,G,1
589,powdered nondairy creamer,2.48,G,59.3,G,32.9,G,1
590,dried hot red chily,1.87,G,8.81,G,0.44,G,1
591,plum tomatoes in puree,0.52,G,13.5,G,0.23,G,1
592,peach gelatin mix,7.8,G,90.5,G,0.0,G,1
593,chicken bullion cube,14.6,G,23.5,G,4.7,G,1
594,dry vegetable soup mix,0.72,G,4.72,G,2.18,G,1
595,capers packed in salt,2.36,G,4.89,G,0.86,G,1
596,cooked small shell pastum,8.97,G,25.8,G,0.64,G,1
597,single trifle sponge cake,3.53,G,23.2,G,7.1,G,1
598,vanilla whey protein powder,78.1,G,6.25,G,1.56,G,1
599,lemon jell-o powder,0.12,G,98.6,G,0.73,G,1
600,chocolate chip cookie mix,3.33,G,80.0,G,6.67,G,1
601,green bell pepper flake,0.88,G,4.68,G,2.81,G,1
602,green olives in brine,1.5,G,6.67,G,10.8,G,1
603,unsalted sunflower seed kernel,20.8,G,20.0,G,51.5,G,1
604,mccormick mild chili seasoning,10.8,G,56.6,G,7.3,G,1
605,uncle bens wild rice,3.09,G,31.3,G,0.85,G,1
606,green chili pepper flake,0.72,G,4.6,G,0.27,G,1
607,vegetable bouillon cube,0.24,G,0.93,G,0.07,G,1
608,mccormick broiled steak seasoning,27.1,G,0.0,G,13.4,G,1
609,grilled chicken breast strip,21.2,G,7.34,G,9.15,G,1
610,sliced peaches in juice,0.63,G,24.0,G,0.13,G,1
611,whole mixed pickling spice,12.5,G,1.11,G,10.5,G,1
612,cooked spiral shaped pastum,10.2,G,65.7,G,17.7,G,1
613,frozen puff pastry shell,7.3,G,45.1,G,38.1,G,1
614,dry roasted sunflower seed,19.3,G,24.1,G,49.8,G,1
615,condensed french onion soup,7.16,G,16.2,G,6.76,G,1
616,steak sauce,1.25,G,22.0,G,0.23,G,1
617,sliced water chestnut,3.17,G,53.0,G,2.2,G,1
618,canned chicken breast meat,25.3,G,0.9,G,8.1,G,1
619,korean red pepper paste,1.01,G,6.09,G,2.94,G,1
620,pineapple slices in juice,0.82,G,13.9,G,0.0,G,1
621,refrigerated crescent roll,10.4,G,28.5,G,4.51,G,1
622,vanilla wafer pie crust,3.7,G,50.2,G,36.2,G,1
623,double cream brie cheese,20.8,G,0.45,G,27.7,G,1
624,cherry powdered drink mix,5.1,G,86.9,G,4.76,G,1
625,slice,19.6,G,2.36,G,3.68,G,1
626,condensed golden mushroom soup,1.29,G,6.59,G,5.5,G,1
627,frozen chinese pea pod,2.8,G,7.2,G,0.3,G,1
628,sweet potato baby food,1.1,G,14.0,G,0.1,G,1
629,powdered chocolate milk mix,45.7,G,18.5,G,17.1,G,1
630,key lime pie yogurt,2.35,G,17.6,G,1.18,G,1
631,fine graham cracker crumb,6.69,G,77.7,G,10.6,G,1
632,scallion,1.83,G,7.34,G,0.19,G,1
633,iced tea mix powder,20.2,G,58.7,G,0.0,G,1
634,italian herb seasoning,0.0,G,0.0,G,0.0,G,1
635,chocolate chip,5.26,G,50.9,G,7.89,G,1
636,strawberry jam,0.0,G,60.0,G,0.0,G,1
637,french fried onions ring,4.19,G,39.9,G,19.8,G,1
638,italian cheese blend,7.38,G,34.9,G,10.8,G,1
639,whole wheat english muffin,9.86,G,33.8,G,1.41,G,1
640,american cheese slice,16.1,G,8.85,G,23.1,G,1
641,canned whole kernel corn,2.6,G,14.0,G,0.49,G,1
642,sugar cookie mix,6.25,G,84.4,G,0.0,G,1
643,baby back rib rack,18.8,G,0.0,G,9.82,G,1
644,whole wheat bread crumb,12.3,G,43.1,G,3.55,G,1
645,cinnamon graham cracker,6.69,G,77.7,G,10.6,G,1
646,dried black turtle bean,6.03,G,16.6,G,0.29,G,1
647,instant tapioca pudding mix,0.1,G,94.3,G,0.1,G,1
648,fresh ground white pepper,25.7,G,0.0,G,20.8,G,1
649,acini di pepe pastum,12.5,G,69.6,G,1.79,G,1
650,beef bouillon granule,16.7,G,64.9,G,13.9,G,1
651,ruby red grapefruit juice,0.0,G,12.1,G,0.0,G,1
652,raspberry-cranberry frozen juice concentrate,0.05,G,51.4,G,0.0,G,1
653,baker's unsweetened chocolate square,14.3,G,28.4,G,52.3,G,1
654,liquid egg product,10.9,G,2.17,G,0.0,G,1
655,onion and garlic powder,10.4,G,79.1,G,1.04,G,1
656,dried chili pepper flake,11.9,G,51.4,G,8.2,G,1
657,any desired food coloring,0.55,G,29.6,G,0.0,G,1
658,vegetable broth,0.0,G,0.83,G,0.0,G,1
659,beef stroganoff sauce mix,9.91,G,5.99,G,9.6,G,1
660,mint herbal tea bag,0.0,G,0.2,G,0.0,G,1
661,light monterey jack cheese,24.5,G,0.68,G,30.3,G,1
662,peas and pearl onion,0.7,G,6.49,G,2.58,G,1
663,crushed tomatoes in puree,1.64,G,6.56,G,0.0,G,1
664,bisquick heart smart mix,7.89,G,68.5,G,6.34,G,1
665,bisquick baking mix,7.5,G,70.0,G,7.5,G,1
666,duck breast,19.8,G,0.0,G,4.25,G,1
667,raw shrimp,21.2,G,0.0,G,1.18,G,1
668,pastry for double-crust pie,1.8,G,38.9,G,9.33,G,1
669,cooked whole wheat noodle,5.96,G,29.9,G,1.7,G,1
670,chessmen cookies,7.38,G,66.4,G,8.09,G,1
671,full size snickers bar,7.53,G,61.5,G,23.8,G,1
672,angostura worcestershire sauce,0.0,G,19.2,G,0.0,G,1
673,frozen pink lemonade concentrate,0.22,G,48.9,G,0.69,G,1
674,frozen pina colada mix,0.36,G,19.5,G,2.14,G,1
675,open pit barbecue sauce,0.44,G,29.4,G,1.41,G,1
676,lean ground beef,20.5,G,0.0,G,7.14,G,1
677,chicken breast fillet,22.3,G,2.37,G,5.81,G,1
678,dill dip,3.33,G,6.67,G,46.7,G,1
679,coarse kosher salt,0.0,G,0.0,G,0.0,G,1
680,smoked turkey breast,19.6,G,1.79,G,0.89,G,1
681,bleached all purpose flmy,10.9,G,77.3,G,1.48,G,1
682,pork roast,18.8,G,1.92,G,8.11,G,1
683,whole wheat hamburger bun,12.4,G,44.9,G,4.38,G,1
684,grey poupon dijon mustard,17.9,G,25.0,G,50.0,G,1
685,chocolate milk,3.33,G,10.4,G,3.33,G,1
686,buffalo wings seasoning blend,17.7,G,9.42,G,16.7,G,1
687,bottom round roast,28.3,G,0.0,G,5.33,G,1
688,unsweetened drink mix,0.0,G,0.0,G,0.0,G,1
689,chevre cheese,21.6,G,0.12,G,29.8,G,1
690,cranberry almond crunch cereal,8.9,G,76.6,G,5.9,G,1
691,white chocolate baking bar,5.87,G,59.2,G,32.1,G,1
692,red wine vinaigrette,0.0,G,16.7,G,26.7,G,1
693,whole wheat dinner roll,8.7,G,51.1,G,4.7,G,1
694,half and half milk,3.13,G,4.3,G,11.5,G,1
695,frozen peas and carrot,3.4,G,11.2,G,0.47,G,1
696,milk chocolate,4.0,G,52.0,G,28.0,G,1
697,dried wood ear mushroom,9.25,G,73.0,G,0.73,G,1
698,cut yams in syrup,1.53,G,27.9,G,0.17,G,1
699,sweet whole kernel corn,1.6,G,10.4,G,0.8,G,1
700,dry milk solid,26.3,G,38.4,G,26.7,G,1
701,hollandaise mix,5.3,G,1.8,G,56.6,G,1
702,atlantic salmon fillet,20.4,G,0.0,G,13.3,G,1
703,unsalted creamy peanut butter,25.0,G,18.8,G,50.0,G,1
704,pineapple tidbits in syrup,0.4,G,15.6,G,0.11,G,1
705,frozen cranberry juice concentrate,0.05,G,51.4,G,0.0,G,1
706,honey ham deli meat,16.7,G,0.27,G,3.73,G,1
707,pears in heavy syrup,0.24,G,19.1,G,0.18,G,1
708,dried whole dill weed,20.0,G,55.8,G,4.36,G,1
709,butter pecan ice cream,3.49,G,22.1,G,14.0,G,1
710,cinnamon apple tea bag,7.91,G,48.1,G,1.8,G,1
711,deep dish pie shell,4.76,G,52.4,G,23.8,G,1
712,strawberry frozen yogurt,0.43,G,9.13,G,0.11,G,1
713,"navel orange, juice of",0.91,G,11.8,G,0.15,G,1
714,vanilla frozen yogurt,3.0,G,21.6,G,3.6,G,1
715,dry whole grain breadcrumb,6.67,G,80.1,G,6.67,G,1
716,fruit cocktail in syrup,0.39,G,15.8,G,0.07,G,1
717,salmon fillet,22.1,G,0.0,G,7.08,G,1
718,frozen strawberry daiquiri concentrate,0.08,G,71.6,G,0.01,G,1
719,peach halves in syrup,0.48,G,19.2,G,0.0,G,1
720,frozen french-cut green bean,1.44,G,6.24,G,3.07,G,1
721,garlic and herb-seasoned breadcrumb,4.41,G,4.41,G,14.5,G,1
722,fat ricotta cheese,9.6,G,6.0,G,9.46,G,1
723,chicken piece,15.9,G,14.9,G,20.4,G,1
724,grey poupon honey mustard,1.76,G,25.3,G,17.9,G,1
725,caramel irish cream,0.27,G,2.03,G,2.41,G,1
726,crisp chow mein noodle,10.3,G,51.9,G,31.7,G,1
727,gold medal all-purpose flmy,9.71,G,76.2,G,1.48,G,1
728,juices from cooked meat,24.6,G,0.0,G,35.0,G,1
729,rock cornish game hen,22.1,G,0.0,G,18.1,G,1
730,chocolate baking square,3.64,G,77.4,G,15.6,G,1
731,irish cream,0.0,G,75.0,G,20.8,G,1
732,masterpiece barbecue sauce,1.0,G,37.9,G,0.52,G,1
733,brown sugar baked bean,0.0,G,97.1,G,0.0,G,1
734,tomato base barbecue sauce,21.7,G,1.58,G,6.36,G,1
735,whole grain wheat flmy,9.61,G,74.5,G,1.95,G,1
736,hot spiced cider mix,0.1,G,11.3,G,0.13,G,1
737,orange pekoe tea bag,0.0,G,0.0,G,0.0,G,1
738,whole wheat bread,11.6,G,44.2,G,3.49,G,1
739,garlic and herb butter,17.2,G,4.55,G,10.1,G,1
740,spaghetti sauce,1.41,G,8.05,G,1.48,G,1
741,sunny delight orange drink,0.13,G,13.2,G,0.0,G,1
742,lawry baja chipotle marinade,0.0,G,13.3,G,0.0,G,1
743,vegan egg replacer powder,2.0,G,89.0,G,1.0,G,1
744,coffee yogurt,0.12,G,0.0,G,0.02,G,1
745,instant mocha coffee powder,5.29,G,74.0,G,15.9,G,1
746,whole wheat pasta shell,5.82,G,31.5,G,1.5,G,1
747,pork loin steak,27.6,G,0.0,G,4.41,G,1
748,sweet potatoes in syrup,1.28,G,25.4,G,0.32,G,1
749,tuna packed in oil,29.1,G,0.0,G,8.21,G,1
750,long grain white rice,6.38,G,78.7,G,0.0,G,1
751,round loaf italian bread,9.49,G,48.1,G,2.73,G,1
752,tarragon white wine vinegar,0.0,G,0.0,G,0.0,G,1
753,cooked whole wheat spaghettus,1.53,G,10.2,G,1.86,G,1
754,pineapple slices in syrup,0.4,G,15.6,G,0.11,G,1
755,soy sauce,8.14,G,4.93,G,0.57,G,1
756,frozen peppers and onion,0.79,G,6.82,G,0.1,G,1
757,creamy peanut butter,18.8,G,21.9,G,53.1,G,1
758,dry northern white bean,24.7,G,0,0,1.24,G,1
759,sweet red pepper relish,0.99,G,6.03,G,0.3,G,1
760,tomato sauce & mushroom,1.64,G,6.56,G,0.0,G,1
761,garlic red wine vinegar,0.04,G,0.27,G,0.0,G,1
762,bottled hot pepper sauce,1.29,G,0.8,G,0.76,G,1
763,unsweetened vanilla almond milk,0.4,G,1.31,G,0.96,G,1
764,egg substitute,10.9,G,0.0,G,0.0,G,1
765,pork rib,19.3,G,0.0,G,11.8,G,1
766,chunky peanut butter,21.9,G,18.8,G,46.9,G,1
767,mrs richardson's caramel topping,2.5,G,72.5,G,3.75,G,1
768,chocolate pudding mix,2.3,G,87.9,G,1.9,G,1
769,sweet and sour soda,11.5,G,17.8,G,8.45,G,1
770,whole wheat french bread,8.33,G,49.1,G,1.04,G,1
771,processed cheese slice,16.1,G,8.85,G,23.1,G,1
772,chocolate liqueur,0.0,G,41.6,G,0.3,G,1
773,pie shell,6.5,G,56.2,G,28.6,G,1
774,peach slices in syrup,0.48,G,19.2,G,0.0,G,1
775,skim milk ricotta cheese,11.4,G,5.14,G,7.91,G,1
776,unsweetened crushed canned pineapple,1.64,G,7.29,G,0.28,G,1
777,pears in light syrup,0.0,G,14.3,G,0.0,G,1
778,coffee ice cream,0.09,G,0.0,G,0.02,G,1
779,lean ground pork,18.0,G,0.44,G,16.0,G,1
780,oat bran hot cereal,15.0,G,57.5,G,7.5,G,1
781,whole wheat bread cube,12.3,G,43.1,G,3.55,G,1
782,fried rice,2.42,G,21.2,G,4.85,G,1
783,ground red chili pepper,1.87,G,8.81,G,0.44,G,1
784,whole wheat pizza crust,11.4,G,33.0,G,10.4,G,1
785,granola,14.3,G,46.4,G,28.6,G,1
786,dry roasted salted peanut,24.4,G,21.3,G,49.7,G,1
787,frozen puff pastry,7.3,G,45.1,G,38.1,G,1
788,strawberry kiwi gelatin powder,85.6,G,0.0,G,0.1,G,1
789,honey graham cracker,6.69,G,77.7,G,10.6,G,1
790,new york strip steak,21.4,G,0.0,G,13.4,G,1
791,chocolate and mint cookies,6.6,G,72.7,G,14.2,G,1
792,corn on the cob,3.53,G,22.4,G,1.18,G,1
793,hot chinese chili paste,2.58,G,4.35,G,1.21,G,1
794,thai red curry paste,0.0,G,12.5,G,15.6,G,1
795,chinese white rice vinegar,3.2,G,33.9,G,0.27,G,1
796,cilantro leaves and stem,2.13,G,3.67,G,0.52,G,1
797,light whole wheat bread,12.3,G,43.1,G,3.55,G,1
798,liquid hot pepper sauce,1.29,G,0.8,G,0.76,G,1
799,baked tofu,15.3,G,5.88,G,8.24,G,1
800,seasoned rice wine vinegar,0.04,G,0.27,G,0.0,G,1
801,green peppercorns in brine,0.0,G,20.0,G,0.0,G,1
802,fat cottage cheese,11.0,G,4.31,G,2.3,G,1
803,salt and fresh pepper,0.92,G,6.11,G,0.2,G,1
804,black bean garlic sauce,5.88,G,11.8,G,10.3,G,1
805,short rib of beef,9.13,G,15.6,G,5.68,G,1
806,sazon con azafran seasoning,0.0,G,0.0,G,0.0,G,1
807,pork spare rib rack,42.9,G,14.3,G,5.36,G,1
808,whole grain dijon mustard,0.0,G,20.0,G,13.0,G,1
809,rice pilaf,3.29,G,24.1,G,3.03,G,1
810,top loin pork chop,21.6,G,0.0,G,6.94,G,1
811,dried split green pea,7.75,G,19.6,G,6.87,G,1
812,sweetened lemonade drink mix,0.0,G,6.55,G,0.07,G,1
813,au gratin potato mix,8.9,G,74.3,G,3.7,G,1
814,canned cherry pie filling,0.37,G,28.0,G,0.07,G,1
815,cream of tomato soup,0.8,G,6.8,G,2.1,G,1
816,chicken cutlet,23.0,G,0.06,G,15.9,G,1
817,cooked angel hair pastum,11.2,G,56.2,G,1.88,G,1
818,instant tang orange drink,0.0,G,91.7,G,0.0,G,1
819,nacho cheese dorito,7.36,G,60.8,G,27.4,G,1
820,green food coloring paste,0.0,G,12.8,G,0.0,G,1
821,simply macaroni & cheese,8.68,G,23.1,G,10.4,G,1
822,sesame and ginger marinade,0.0,G,46.7,G,0.0,G,1
823,kidney bean,10.5,G,18.3,G,6.78,G,1
824,cream of asparagus soup,2.58,G,6.7,G,2.63,G,1
825,t-bone type lamb chop,18.6,G,0.13,G,14.5,G,1
826,cooked long-grain brown rice,2.91,G,26.0,G,0.37,G,1
827,liquid crab boil concentrate,4.12,G,8.58,G,16.3,G,1
828,stone ground dijon mustard,0.0,G,0.0,G,0.0,G,1
829,pineapple tidbits in juice,0.0,G,13.9,G,0.0,G,1
830,cherry vanilla yogurt,3.0,G,21.6,G,3.6,G,1
831,frozen strawberries in syrup,0.43,G,9.13,G,0.11,G,1
832,fajita chicken strip,9.67,G,14.7,G,7.23,G,1
833,full cream milk powder,2.48,G,59.3,G,32.9,G,1
834,hormel real bacon bit,32.0,G,28.6,G,25.9,G,1
835,ranch dip,7.14,G,17.9,G,25.0,G,1
836,dried small red chily,23.5,G,0,0,1.28,G,1
837,chocolate syrup,0.0,G,67.2,G,0.0,G,1
838,dried salt cod fish,62.8,G,0.0,G,2.37,G,1
839,dove dark chocolate ature,5.19,G,59.4,G,32.4,G,1
840,velveeta pepper jack cheese,16.3,G,9.8,G,22.0,G,1
841,whole wheat lasagna noodle,5.96,G,29.9,G,1.7,G,1
842,white lily self-rising flmy,8.41,G,74.8,G,1.72,G,1
843,fresh pork loin roast,26.4,G,0.0,G,8.82,G,1
844,salad supreme dry seasoning,14.1,G,68.5,G,5.48,G,1
845,swirled holiday morsel,2.2,G,67.1,G,29.0,G,1
846,peanut butter cup ature,10.2,G,55.4,G,30.5,G,1
847,unbaked double pie crust,2.97,G,51.1,G,25.5,G,1
848,cheeseburger macaroni,13.3,G,64.4,G,11.1,G,1
849,frozen shredded hash brown,2.06,G,17.7,G,0.62,G,1
850,shredded hash brown potato,2.62,G,28.2,G,11.5,G,1
851,converted long grain rice,2.91,G,26.0,G,0.37,G,1
852,white creme de cacao,0.0,G,41.6,G,0.3,G,1
853,frozen sugar snap pea,8.23,G,23.0,G,3.18,G,1
854,whole grain english muffin,7.02,G,50.2,G,1.75,G,1
855,oriental instant ramen noodle,1.03,G,4.17,G,0.44,G,1
856,chocolate-covered peanut butter cup,10.6,G,58.5,G,28.4,G,1
857,frozen tart shell,4.01,G,71.8,G,9.02,G,1
858,banana cream instant pudding,0.0,G,92.7,G,0.6,G,1
859,cooked chicken breast half,16.4,G,17.6,G,12.9,G,1
